variant,N,T,batch,order_position,repetition,elapsed_ns,seed,checksum,time_s,vectors_per_s,elements_per_s,ns_per_element,gflop_per_s_3flop_convention,x_payload_gb_per_s
baseline_v3,16384,64,4,8,19,909186,42,660083.659795,0.000909186,18020515.0541,1153312963.46,0.867067337036,3.45993889039,9.22650370771
baseline_v3,16384,64,4,8,20,901418,42,660083.659795,0.000901418,18175807.45,1163251676.8,0.859659194946,3.48975503041,9.30601341442
baseline_v3,16384,64,4,8,21,938662,42,660083.659795,0.000938662,17454632.2318,1117096462.84,0.895177841187,3.35128938851,8.9367717027
baseline_v3,16384,64,4,8,22,876620,42,660083.659795,0.00087662,18689968.2873,1196157970.39,0.836009979248,3.58847391116,9.56926376309
baseline_v3,16384,64,4,8,23,872023,42,660083.659795,0.000872023,18788495.2576,1202463696.49,0.831625938416,3.60739108946,9.61970957188
baseline_v3,16384,64,4,8,24,922283,42,660083.659795,0.000922283,17764612.3804,1136935192.34,0.879557609558,3.41080557703,9.09548153875
baseline_v3,16384,2048,5,1,25,35352481,42,21978482.1873,0.035352481,463446.964302,949139382.891,1.05358603597,2.84741814867,7.59311506313
baseline_v3,16384,2048,5,1,26,39206805,42,21978482.1873,0.039206805,417886.639832,855831838.376,1.1684538424,2.56749551513,6.84665470701
baseline_v3,16384,2048,5,1,27,35498551,42,21978482.1873,0.035498551,461539.965392,945233849.122,1.0579392612,2.83570154737,7.56187079298
baseline_v3,16384,2048,5,1,28,37593319,42,21978482.1873,0.037593319,435822.120415,892563702.609,1.12036821246,2.67769110783,7.14050962087
baseline_v3,16384,2048,5,1,29,36934401,42,21978482.1873,0.036934401,443597.284819,908487239.308,1.1007309258,2.72546171793,7.26789791447
baseline_v3,16384,2048,5,1,30,37543346,42,21978482.1873,0.037543346,436402.232236,893751771.619,1.118878901,2.68125531486,7.15001417295
baseline_v3,16384,64,5,2,25,902170,42,660083.659795,0.00090217,18160657.0824,1162282053.27,0.860376358032,3.48684615981,9.29825642617
baseline_v3,16384,64,5,2,26,959995,42,660083.659795,0.000959995,17066755.556,1092272355.59,0.915522575378,3.27681706676,8.73817884468
baseline_v3,16384,64,5,2,27,1100201,42,660083.659795,0.001100201,14891824.3121,953076755.975,1.04923343658,2.85923026792,7.6246140478
baseline_v3,16384,64,5,2,28,1021238,42,660083.659795,0.001021238,16043272.9687,1026769470,0.973928451538,3.08030840999,8.21415575997
baseline_v3,16384,64,5,2,29,1100987,42,660083.659795,0.001100987,14881192.9659,952396349.821,1.0499830246,2.85718904946,7.61917079857
baseline_v3,16384,64,5,2,30,1035599,42,660083.659795,0.001035599,15820795.501,1012530912.06,0.987624168396,3.03759273618,8.10024729649
baseline_v3,16384,128,5,3,25,2696845,42,1284671.27128,0.002696845,6075247.18699,777631639.935,1.28595590591,2.3328949198,6.22105311948
baseline_v3,16384,128,5,3,26,2922693,42,1284671.27128,0.002922693,5605788.9077,717540980.185,1.39364862442,2.15262294056,5.74032784148
baseline_v3,16384,128,5,3,27,2264136,42,1284671.27128,0.002264136,7236314.42634,926248246.572,1.07962417603,2.77874473972,7.40998597257
baseline_v3,16384,128,5,3,28,2413305,42,1284671.27128,0.002413305,6789029.98171,868995837.658,1.15075349808,2.60698751297,6.95196670127
baseline_v3,16384,128,5,3,29,2312187,42,1284671.27128,0.002312187,7085932.06345,906999304.122,1.10253667831,2.72099791237,7.25599443298
baseline_v3,16384,128,5,3,30,2126177,42,1284671.27128,0.002126177,7705849.513,986348737.664,1.01384019852,2.95904621299,7.89078990131
baseline_v3,16384,4096,5,4,25,74278814,42,44120056.6544,0.074278814,220574.334964,903472476.014,1.1068405807,2.71041742804,7.22777980812
baseline_v3,16384,4096,5,4,26,79302443,42,44120056.6544,0.079302443,206601.453627,846239554.058,1.18169848621,2.53871866217,6.76991643246
baseline_v3,16384,4096,5,4,27,74479320,42,44120056.6544,0.07447932,219980.526138,901040235.061,1.10982835293,2.70312070518,7.20832188049
baseline_v3,16384,4096,5,4,28,74345029,42,44120056.6544,0.074345029,220377.88162,902667803.116,1.10782726109,2.70800340935,7.22134242493
baseline_v3,16384,4096,5,4,29,79013742,42,44120056.6544,0.079013742,207356.33556,849331550.454,1.17739650607,2.54799465136,6.79465240363
baseline_v3,16384,4096,5,4,30,74238036,42,44120056.6544,0.074238036,220695.493615,903968741.845,1.10623294115,2.71190622554,7.23174993476
baseline_v3,16384,512,5,5,25,8699823,42,5365761.84264,0.008699823,1883256.70534,964227433.133,1.03709971905,2.8926822994,7.71381946506
baseline_v3,16384,512,5,5,26,8612428,42,5365761.84264,0.008612428,1902367.13735,974011974.324,1.02668142319,2.92203592297,7.79209579459
baseline_v3,16384,512,5,5,27,9277972,42,5365761.84264,0.009277972,1765903.15211,904142413.881,1.10602045059,2.71242724164,7.23313931105
baseline_v3,16384,512,5,5,28,9186619,42,5365761.84264,0.009186619,1783463.53539,913133330.119,1.09513032436,2.73939999036,7.30506664095
baseline_v3,16384,512,5,5,29,9360340,42,5365761.84264,0.00936034,1750363.76884,896186249.645,1.11583948135,2.68855874893,7.16948999716
baseline_v3,16384,512,5,5,30,9421593,42,5365761.84264,0.009421593,1738984.05503,890359836.176,1.12314140797,2.67107950853,7.12287868941
baseline_v3,16384,256,5,6,25,4514712,42,2602783.10434,0.004514712,3629024.39846,929030246.005,1.07639122009,2.78709073801,7.43224196804
baseline_v3,16384,256,5,6,26,4691970,42,2602783.10434,0.00469197,3491923.43515,893932399.397,1.11865282059,2.68179719819,7.15145919518
baseline_v3,16384,256,5,6,27,4873264,42,2602783.10434,0.004873264,3362017.73596,860676540.405,1.16187667847,2.58202962121,6.88541232324
baseline_v3,16384,256,5,6,28,4332578,42,2602783.10434,0.004332578,3781582.2358,968085052.364,1.03296709061,2.90425515709,7.74468041891
baseline_v3,16384,256,5,6,29,4467525,42,2602783.10434,0.004467525,3667354.96724,938842871.612,1.0651409626,2.81652861484,7.5107429729
baseline_v3,16384,256,5,6,30,4842548,42,2602783.10434,0.004842548,3383342.8187,866135761.587,1.15455341339,2.59840728476,6.92908609269
baseline_v3,16384,32,5,7,25,499298,42,352736.719945,0.000499298,32814070.9556,1050050270.58,0.952335357666,3.15015081174,8.40040216464
baseline_v3,16384,32,5,7,26,468877,42,352736.719945,0.000468877,34943066.092,1118178114.94,0.894311904907,3.35453434483,8.94542491954
baseline_v3,16384,32,5,7,27,524452,42,352736.719945,0.000524452,31240227.895,999687292.641,1.00031280518,2.99906187792,7.99749834113
baseline_v3,16384,32,5,7,28,420842,42,352736.719945,0.000420842,38931475.4706,1245807215.06,0.80269241333,3.73742164518,9.96645772047
baseline_v3,16384,32,5,7,29,465998,42,352736.719945,0.000465998,35158949.18,1125086373.76,0.888820648193,3.37525912128,9.00069099009
baseline_v3,16384,32,5,7,30,446693,42,352736.719945,0.000446693,36678434.6296,1173709908.15,0.851999282837,3.52112972444,9.38967926518
baseline_v3,16384,1024,5,8,25,20814483,42,10771937.6728,0.020814483,787144.220685,806035681.982,1.2406398654,2.41810704594,6.44828545585
baseline_v3,16384,1024,5,8,26,19256590,42,10771937.6728,0.01925659,850825.613465,871245428.188,1.14778220654,2.61373628457,6.96996342551
baseline_v3,16384,1024,5,8,27,18272306,42,10771937.6728,0.018272306,896657.488113,918177267.828,1.08911430836,2.75453180348,7.34541814263
baseline_v3,16384,1024,5,8,28,18404233,42,10771937.6728,0.018404233,890229.981331,911595500.883,1.09697777033,2.73478650265,7.29276400706
baseline_v3,16384,1024,5,8,29,18295773,42,10771937.6728,0.018295773,895507.393976,916999571.431,1.09051305056,2.75099871429,7.33599657145
baseline_v3,16384,1024,5,8,30,18436602,42,10771937.6728,0.018436602,888667.011416,909995019.69,1.09890711308,2.72998505907,7.27996015752
