variant,N,T,batch,order_position,repetition,elapsed_ns,seed,checksum,time_s,vectors_per_s,elements_per_s,ns_per_element
optimized_v4,8192,256,3,7,18,1330425,42,1301273.52326,0.001330425,6157430.89614,1576302309.41,0.634396076202
baseline_v3,8192,512,3,8,13,4341901,42,2682111.50325,0.004341901,1886731.18065,966006364.493,1.03518986702
baseline_v3,8192,512,3,8,14,4198957,42,2682111.50325,0.004198957,1950960.67904,998891867.671,1.00110936165
baseline_v3,8192,512,3,8,15,4328585,42,2682111.50325,0.004328585,1892535.32043,968978084.062,1.03201508522
baseline_v3,8192,512,3,8,16,4474751,42,2682111.50325,0.004474751,1830716.3907,937326792.038,1.06686377525
baseline_v3,8192,512,3,8,17,4249902,42,2682111.50325,0.004249902,1927573.85935,986917815.987,1.01325559616
baseline_v3,8192,512,3,8,18,4263347,42,2682111.50325,0.004263347,1921495.01319,983805446.753,1.01646113396
optimized_v4,8192,1024,3,9,13,4770333,42,5385565.36728,0.004770333,1717280.53367,1758495266.47,0.568668007851
optimized_v4,8192,1024,3,9,14,5786328,42,5385565.36728,0.005786328,1415751.06009,1449729085.53,0.689784049988
optimized_v4,8192,1024,3,9,15,5272687,42,5385565.36728,0.005272687,1553667.03922,1590955048.16,0.628553271294
optimized_v4,8192,1024,3,9,16,4704043,42,5385565.36728,0.004704043,1741480.67949,1783276215.8,0.560765624046
optimized_v4,8192,1024,3,9,17,5534223,42,5385565.36728,0.005534223,1480243.92945,1515769783.76,0.659730792046
optimized_v4,8192,1024,3,9,18,5464348,42,5385565.36728,0.005464348,1499172.45388,1535152592.77,0.651401042938
baseline_v3,8192,128,3,10,13,1110408,42,642254.941847,0.001110408,7377468.46204,944315963.141,1.05896759033
baseline_v3,8192,128,3,10,14,1059431,42,642254.941847,0.001059431,7732452.60899,989753933.951,1.0103521347
baseline_v3,8192,128,3,10,15,1147071,42,642254.941847,0.001147071,7141667.77819,914133475.609,1.09393215179
baseline_v3,8192,128,3,10,16,1026877,42,642254.941847,0.001026877,7977586.41006,1021131060.49,0.979306221008
baseline_v3,8192,128,3,10,17,1268707,42,642254.941847,0.001268707,6456967.6056,826491853.517,1.20993328094
baseline_v3,8192,128,3,10,18,1251353,42,642254.941847,0.001251353,6546514.05319,837953798.808,1.19338321686
baseline_v3,8192,1024,3,11,13,9556727,42,5385565.36728,0.009556727,857197.23918,877769972.921,1.1392506361
baseline_v3,8192,1024,3,11,14,8946196,42,5385565.36728,0.008946196,915696.459143,937673174.163,1.06646966934
baseline_v3,8192,1024,3,11,15,9872687,42,5385565.36728,0.009872687,829763.974083,849678309.461,1.17691600323
baseline_v3,8192,1024,3,11,16,9216576,42,5385565.36728,0.009216576,888833.336805,910165336.889,1.09870147705
baseline_v3,8192,1024,3,11,17,9595977,42,5385565.36728,0.009595977,853691.083253,874179669.251,1.14392960072
baseline_v3,8192,1024,3,11,18,9026517,42,5385565.36728,0.009026517,907548.282466,929329441.245,1.07604467869
baseline_v3,8192,256,3,12,13,2090959,42,1301273.52326,0.002090959,3917819.52683,1002961798.87,0.997046947479
baseline_v3,8192,256,3,12,14,2241876,42,1301273.52326,0.002241876,3654082.563,935445136.127,1.06900978088
baseline_v3,8192,256,3,12,15,2269920,42,1301273.52326,0.00226992,3608937.75992,923888066.54,1.08238220215
baseline_v3,8192,256,3,12,16,2414820,42,1301273.52326,0.00241482,3392385.35377,868450650.566,1.15147590637
baseline_v3,8192,256,3,12,17,2499070,42,1301273.52326,0.00249907,3278019.42323,839172972.346,1.19164943695
baseline_v3,8192,256,3,12,18,2134304,42,1301273.52326,0.002134304,3838253.59461,982592920.221,1.0177154541
baseline_v3,8192,32,3,13,13,290490,42,176382.847261,0.00029049,28200626.5276,902420048.883,1.10813140869
baseline_v3,8192,32,3,13,14,307466,42,176382.847261,0.000307466,26643596.3651,852595083.684,1.17288970947
baseline_v3,8192,32,3,13,15,307380,42,176382.847261,0.00030738,26651050.8166,852833626.131,1.17256164551
baseline_v3,8192,32,3,13,16,286526,42,176382.847261,0.000286526,28590773.6122,914904755.589,1.09300994873
baseline_v3,8192,32,3,13,17,243187,42,176382.847261,0.000243187,33686011.1766,1077952357.65,0.927684783936
baseline_v3,8192,32,3,13,18,214663,42,176382.847261,0.000214663,38162142.5211,1221188560.67,0.818874359131
optimized_v4,8192,128,3,14,13,643664,42,642254.941847,0.000643664,12727137.1399,1629073553.9,0.613845825195
optimized_v4,8192,128,3,14,14,614862,42,642254.941847,0.000614862,13323314.8251,1705384297.61,0.586378097534
optimized_v4,8192,128,3,14,15,614332,42,642254.941847,0.000614332,13334809.1911,1706855576.46,0.585872650146
optimized_v4,8192,128,3,14,16,676663,42,642254.941847,0.000676663,12106469.5424,1549628101.43,0.645316123962
optimized_v4,8192,128,3,14,17,807256,42,642254.941847,0.000807256,10147958.0208,1298938626.66,0.769859313965
optimized_v4,8192,128,3,14,18,640660,42,642254.941847,0.00064066,12786813.5985,1636712140.61,0.610980987549
optimized_v4,8192,64,3,15,13,330215,42,330132.910215,0.000330215,24808079.5845,1587717093.41,0.629835128784
optimized_v4,8192,64,3,15,14,287917,42,330132.910215,0.000287917,28452644.3385,1820969237.66,0.549158096313
optimized_v4,8192,64,3,15,15,278050,42,330132.910215,0.00027805,29462326.9196,1885588922.86,0.530338287354
optimized_v4,8192,64,3,15,16,322575,42,330132.910215,0.000322575,25395644.4238,1625321243.12,0.615262985229
optimized_v4,8192,64,3,15,17,365548,42,330132.910215,0.000365548,22410189.6331,1434252136.52,0.697227478027
optimized_v4,8192,64,3,15,18,379597,42,330132.910215,0.000379597,21580781.7238,1381170030.32,0.72402381897
optimized_v4,8192,32,3,16,13,220918,42,176382.847261,0.000220918,37081632.0988,1186612227.16,0.842735290527
optimized_v4,8192,32,3,16,14,155003,42,176382.847261,0.000155003,52850589.9886,1691218879.63,0.591289520264
optimized_v4,8192,32,3,16,15,139054,42,176382.847261,0.000139054,58912364.9805,1885195679.38,0.530448913574
optimized_v4,8192,32,3,16,16,179567,42,176382.847261,0.000179567,45620854.6114,1459867347.56,0.684993743896
optimized_v4,8192,32,3,16,17,241159,42,176382.847261,0.000241159,33969289.9705,1087017279.06,0.919948577881
optimized_v4,8192,32,3,16,18,214266,42,176382.847261,0.000214266,38232850.7556,1223451224.18,0.817359924316
optimized_v4,8192,512,4,1,19,2484107,42,2682111.50325,0.002484107,3297764.54879,1688455448.98,0.592257261276
optimized_v4,8192,512,4,1,20,2366789,42,2682111.50325,0.002366789,3461229.53926,1772149524.1,0.564286470413
optimized_v4,8192,512,4,1,21,3280856,42,2682111.50325,0.003280856,2496909.34317,1278417583.7,0.782217025757
optimized_v4,8192,512,4,1,22,2598335,42,2682111.50325,0.002598335,3152788.22785,1614227572.66,0.61949133873
optimized_v4,8192,512,4,1,23,3126048,42,2682111.50325,0.003126048,2620561.16861,1341727318.33,0.745307922363
optimized_v4,8192,512,4,1,24,2348799,42,2682111.50325,0.002348799,3487739.90452,1785722831.11,0.559997320175
baseline_v3,8192,1024,4,2,19,9392571,42,5385565.36728,0.009392571,872178.661199,893110949.068,1.11968171597
baseline_v3,8192,1024,4,2,20,9073571,42,5385565.36728,0.009073571,902841.891026,924510096.411,1.0816539526
baseline_v3,8192,1024,4,2,21,9246621,42,5385565.36728,0.009246621,885945.255029,907207941.15,1.10228312016
baseline_v3,8192,1024,4,2,22,9227848,42,5385565.36728,0.009227848,887747.609193,909053551.814,1.10004520416
baseline_v3,8192,1024,4,2,23,9155246,42,5385565.36728,0.009155246,894787.534928,916262435.766,1.09139037132
baseline_v3,8192,1024,4,2,24,9707676,42,5385565.36728,0.009707676,843868.295563,864121134.657,1.15724515915
baseline_v3,8192,32,4,3,19,274003,42,176382.847261,0.000274003,29897482.8743,956719451.977,1.04523849487
baseline_v3,8192,32,4,3,20,196654,42,176382.847261,0.000196654,41656920.2762,1333021448.84,0.750175476074
baseline_v3,8192,32,4,3,21,228626,42,176382.847261,0.000228626,35831445.2424,1146606247.76,0.872138977051
baseline_v3,8192,32,4,3,22,182260,42,176382.847261,0.00018226,44946779.3262,1438296938.44,0.695266723633
baseline_v3,8192,32,4,3,23,189234,42,176382.847261,0.000189234,43290317.8076,1385290169.84,0.721870422363
baseline_v3,8192,32,4,3,24,192239,42,176382.847261,0.000192239,42613621.5856,1363635890.74,0.733333587646
optimized_v4,8192,4096,4,4,19,27813287,42,22068289.6236,0.027813287,294535.485863,1206417350.1,0.828900545835
optimized_v4,8192,4096,4,4,20,27989184,42,22068289.6236,0.027989184,292684.488408,1198835664.52,0.834142684937
optimized_v4,8192,4096,4,4,21,25924858,42,22068289.6236,0.025924858,315990.158943,1294295691.03,0.772620975971
optimized_v4,8192,4096,4,4,22,28564162,42,22068289.6236,0.028564162,286792.940048,1174703882.44,0.851278364658
optimized_v4,8192,4096,4,4,23,26638334,42,22068289.6236,0.026638334,307526.739473,1259629524.88,0.793884217739
optimized_v4,8192,4096,4,4,24,25216236,42,22068289.6236,0.025216236,324870.055943,1330667749.14,0.751502394676
baseline_v3,8192,256,4,5,19,2219142,42,1301273.52326,0.002219142,3691516.81145,945028303.732,1.05816936493
baseline_v3,8192,256,4,5,20,2348041,42,1301273.52326,0.002348041,3488865.82474,893149651.135,1.11963319778
baseline_v3,8192,256,4,5,21,2428208,42,1301273.52326,0.002428208,3373681.33208,863662421.012,1.15785980225
baseline_v3,8192,256,4,5,22,2497698,42,1301273.52326,0.002497698,3279820.05831,839633934.927,1.19099521637
baseline_v3,8192,256,4,5,23,2528518,42,1301273.52326,0.002528518,3239842.46899,829399672.061,1.20569133759
baseline_v3,8192,256,4,5,24,2524219,42,1301273.52326,0.002524219,3245360.24806,830812223.504,1.20364141464
optimized_v4,8192,1024,4,6,19,6240781,42,5385565.36728,0.006240781,1312656.22043,1344159969.72,0.743959069252
optimized_v4,8192,1024,4,6,20,6577168,42,5385565.36728,0.006577168,1245520.86856,1275413369.4,0.784059524536
optimized_v4,8192,1024,4,6,21,5447600,42,5385565.36728,0.0054476,1503781.48175,1539872237.32,0.649404525757
optimized_v4,8192,1024,4,6,22,6416213,42,5385565.36728,0.006416213,1276765.59366,1307407967.91,0.764872193336
optimized_v4,8192,1024,4,6,23,5241472,42,5385565.36728,0.005241472,1562919.72942,1600429802.93,0.62483215332
optimized_v4,8192,1024,4,6,24,5567405,42,5385565.36728,0.005567405,1471421.60486,1506735723.38,0.663686394691
optimized_v4,8192,64,4,7,19,417830,42,330132.910215,0.00041783,19606059.8808,1254787832.37,0.796947479248
optimized_v4,8192,64,4,7,20,368730,42,330132.910215,0.00036873,22216798.1992,1421875084.75,0.703296661377
optimized_v4,8192,64,4,7,21,288558,42,330132.910215,0.000288558,28389439.9046,1816924153.9,0.550380706787
optimized_v4,8192,64,4,7,22,321189,42,330132.910215,0.000321189,25505232.1219,1632334855.8,0.612619400024
optimized_v4,8192,64,4,7,23,292017,42,330132.910215,0.000292017,28053161.2886,1795402322.47,0.556978225708
optimized_v4,8192,64,4,7,24,295311,42,330132.910215,0.000295311,27740246.7229,1775375790.27,0.563261032104
optimized_v4,8192,256,4,8,19,1272385,42,1301273.52326,0.001272385,6438302.87217,1648205535.27,0.60672044754
optimized_v4,8192,256,4,8,20,1225437,42,1301273.52326,0.001225437,6684962.18084,1711350318.29,0.584333896637
optimized_v4,8192,256,4,8,21,1372438,42,1301273.52326,0.001372438,5968939.94483,1528048625.88,0.65442943573
optimized_v4,8192,256,4,8,22,1467481,42,1301273.52326,0.001467481,5582355.06967,1429082897.84,0.699749469757
optimized_v4,8192,256,4,8,23,1354672,42,1301273.52326,0.001354672,6047220.28653,1548088393.35,0.645957946777
optimized_v4,8192,256,4,8,24,1474432,42,1301273.52326,0.001474432,5556037.85051,1422345689.73,0.703063964844
baseline_v3,8192,128,4,9,19,1242716,42,642254.941847,0.001242716,6592012.97803,843777661.187,1.18514633179
baseline_v3,8192,128,4,9,20,1228029,42,642254.941847,0.001228029,6670852.23557,853869086.154,1.1711397171
baseline_v3,8192,128,4,9,21,1232468,42,642254.941847,0.001232468,6646825.7188,850793692.007,1.17537307739
baseline_v3,8192,128,4,9,22,1225934,42,642254.941847,0.001225934,6682252.06251,855328264.001,1.16914176941
baseline_v3,8192,128,4,9,23,1041774,42,642254.941847,0.001041774,7863509.74396,1006529247.23,0.9935131073
baseline_v3,8192,128,4,9,24,1176158,42,642254.941847,0.001176158,6965050.61395,891526478.585,1.12167167664
baseline_v3,8192,512,4,10,19,4289393,42,2682111.50325,0.004289393,1909827.33454,977831595.286,1.02267098427
baseline_v3,8192,512,4,10,20,4388789,42,2682111.50325,0.004388789,1866574.12785,955685953.46,1.04636883736
baseline_v3,8192,512,4,10,21,4385770,42,2682111.50325,0.00438577,1867859.00765,956343811.919,1.04564905167
baseline_v3,8192,512,4,10,22,4481800,42,2682111.50325,0.0044818,1827837.02976,935852559.24,1.06854438782
baseline_v3,8192,512,4,10,23,4362124,42,2682111.50325,0.004362124,1877984.21136,961527916.217,1.04001140594
baseline_v3,8192,512,4,10,24,4451757,42,2682111.50325,0.004451757,1840172.31848,942168227.062,1.06138157845
baseline_v3,8192,64,4,11,19,569518,42,330132.910215,0.000569518,14384093.2157,920581965.803,1.08626937866
baseline_v3,8192,64,4,11,20,448196,42,330132.910215,0.000448196,18277717.7842,1169773938.19,0.854866027832
baseline_v3,8192,64,4,11,21,475499,42,330132.910215,0.000475499,17228217.094,1102605894.02,0.906942367554
baseline_v3,8192,64,4,11,22,443607,42,330132.910215,0.000443607,18466796.0605,1181874947.87,0.846113204956
baseline_v3,8192,64,4,11,23,469307,42,330132.910215,0.000469307,17455524.8483,1117153590.29,0.895132064819
baseline_v3,8192,64,4,11,24,417790,42,330132.910215,0.00041779,19607937.0018,1254907968.12,0.796871185303
optimized_v4,8192,32,4,12,19,119378,42,176382.847261,0.000119378,68622359.2287,2195915495.32,0.455390930176
optimized_v4,8192,32,4,12,20,117358,42,176382.847261,0.000117358,69803507.2172,2233712230.95,0.447685241699
optimized_v4,8192,32,4,12,21,115362,42,176382.847261,0.000115362,71011251.5386,2272360049.24,0.440071105957
optimized_v4,8192,32,4,12,22,113116,42,176382.847261,0.000113116,72421231.3024,2317479401.68,0.431503295898
optimized_v4,8192,32,4,12,23,112039,42,176382.847261,0.000112039,73117396.6208,2339756691.87,0.427394866943
optimized_v4,8192,32,4,12,24,112850,42,176382.847261,0.00011285,72591936.1985,2322941958.35,0.430488586426
baseline_v3,8192,2048,4,13,19,20431504,42,10990127.9506,0.020431504,400949.435734,821144444.384,1.21781253815
baseline_v3,8192,2048,4,13,20,20899290,42,10990127.9506,0.02089929,391975.038386,802764878.615,1.24569475651
baseline_v3,8192,2048,4,13,21,20721384,42,10990127.9506,0.020721384,395340.388461,809657115.567,1.23509073257
baseline_v3,8192,2048,4,13,22,21369665,42,10990127.9506,0.021369665,383347.141848,785094946.505,1.27373129129
baseline_v3,8192,2048,4,13,23,20004603,42,10990127.9506,0.020004603,409505.752251,838667780.61,1.19236725569
baseline_v3,8192,2048,4,13,24,19913740,42,10990127.9506,0.01991374,411374.257171,842494478.687,1.18695139885
baseline_v3,8192,4096,4,14,19,35090032,42,22068289.6236,0.035090032,233456.612408,956238284.422,1.04576444626
baseline_v3,8192,4096,4,14,20,37195203,42,22068289.6236,0.037195203,220243.454512,902117189.682,1.10850343108
baseline_v3,8192,4096,4,14,21,39086203,42,22068289.6236,0.039086203,209588.022659,858472540.809,1.16485962272
baseline_v3,8192,4096,4,14,22,38670711,42,22068289.6236,0.038670711,211839.911606,867696277.94,1.15247699618
baseline_v3,8192,4096,4,14,23,39140349,42,22068289.6236,0.039140349,209298.082651,857284946.539,1.16647329926
baseline_v3,8192,4096,4,14,24,38631547,42,22068289.6236,0.038631547,212054.671277,868575933.55,1.15130981803
optimized_v4,8192,2048,4,15,19,10725008,42,10990127.9506,0.010725008,763822.274072,1564308017.3,0.639260292053
optimized_v4,8192,2048,4,15,20,11611966,42,10990127.9506,0.011611966,705479.15831,1444821316.22,0.692127108574
optimized_v4,8192,2048,4,15,21,10381619,42,10990127.9506,0.010381619,789086.94299,1616050059.24,0.618792712688
optimized_v4,8192,2048,4,15,22,13618248,42,10990127.9506,0.013618248,601545.808242,1231965815.28,0.811710834503
optimized_v4,8192,2048,4,15,23,11877528,42,10990127.9506,0.011877528,689705.804103,1412517486.8,0.70795583725
optimized_v4,8192,2048,4,15,24,10547829,42,10990127.9506,0.010547829,776652.712136,1590584754.46,0.628699600697
optimized_v4,8192,128,4,16,19,719806,42,642254.941847,0.000719806,11380844.283,1456748068.23,0.686460494995
optimized_v4,8192,128,4,16,20,697487,42,642254.941847,0.000697487,11745021.771,1503362786.69,0.665175437927
optimized_v4,8192,128,4,16,21,735331,42,642254.941847,0.000735331,11140561.1895,1425991832.25,0.701266288757
optimized_v4,8192,128,4,16,22,698731,42,642254.941847,0.000698731,11724111.2817,1500686244.06,0.666361808777
optimized_v4,8192,128,4,16,23,842238,42,642254.941847,0.000842238,9726466.86566,1244987758.8,0.803220748901
optimized_v4,8192,128,4,16,24,723034,42,642254.941847,0.000723034,11330034.2722,1450244386.85,0.689538955688
baseline_v3,8192,128,5,1,25,991578,42,642254.941847,0.000991578,8261579.01849,1057482114.37,0.945642471313
baseline_v3,8192,128,5,1,26,1129024,42,642254.941847,0.001129024,7255824.49974,928745535.967,1.07672119141
baseline_v3,8192,128,5,1,27,1322063,42,642254.941847,0.001322063,6196376.42079,793136181.861,1.26081752777
baseline_v3,8192,128,5,1,28,991346,42,642254.941847,0.000991346,8263512.43663,1057729591.89,0.945421218872
baseline_v3,8192,128,5,1,29,1016828,42,642254.941847,0.001016828,8056426.45561,1031222586.32,0.969722747803
baseline_v3,8192,128,5,1,30,994603,42,642254.941847,0.000994603,8236452.13216,1054265872.92,0.948527336121
optimized_v4,8192,2048,5,2,25,10146951,42,10990127.9506,0.010146951,807336.115056,1653424363.63,0.604805409908
optimized_v4,8192,2048,5,2,26,10208936,42,10990127.9506,0.010208936,802434.259555,1643385363.57,0.608500003815
optimized_v4,8192,2048,5,2,27,10353414,42,10990127.9506,0.010353414,791236.591138,1620452538.65,0.617111563683
optimized_v4,8192,2048,5,2,28,9842365,42,10990127.9506,0.009842365,832320.280746,1704591934.97,0.586650669575
optimized_v4,8192,2048,5,2,29,9591214,42,10990127.9506,0.009591214,854115.026523,1749227574.32,0.571680903435
optimized_v4,8192,2048,5,2,30,9653326,42,10990127.9506,0.009653326,848619.4292,1737972591,0.575383067131
optimized_v4,8192,256,5,3,25,1516407,42,1301273.52326,0.001516407,5402243.59291,1382974359.79,0.723079204559
optimized_v4,8192,256,5,3,26,1680139,42,1301273.52326,0.001680139,4875787.06286,1248201488.09,0.801152706146
optimized_v4,8192,256,5,3,27,1896174,42,1301273.52326,0.001896174,4320278.62422,1105991327.8,0.904166221619
optimized_v4,8192,256,5,3,28,1739128,42,1301273.52326,0.001739128,4710406.59457,1205864088.21,0.829280853271
optimized_v4,8192,256,5,3,29,1785452,42,1301273.52326,0.001785452,4588193.91392,1174577641.96,0.851369857788
optimized_v4,8192,256,5,3,30,1773656,42,1301273.52326,0.001773656,4618708.4756,1182389369.75,0.84574508667
baseline_v3,8192,1024,5,4,25,9509386,42,5385565.36728,0.009509386,861464.662387,882139814.285,1.13360714912
baseline_v3,8192,1024,5,4,26,9133356,42,5385565.36728,0.009133356,896932.080607,918458450.541,1.08878087997
baseline_v3,8192,1024,5,4,27,9081821,42,5385565.36728,0.009081821,902021.742115,923670263.926,1.08263742924
baseline_v3,8192,1024,5,4,28,9073514,42,5385565.36728,0.009073514,902847.562697,924515904.202,1.08164715767
baseline_v3,8192,1024,5,4,29,9255487,42,5385565.36728,0.009255487,885096.591892,906338910.097,1.10334002972
baseline_v3,8192,1024,5,4,30,9632563,42,5385565.36728,0.009632563,850448.6293,870859396.404,1.14829099178
optimized_v4,8192,64,5,5,25,256796,42,330132.910215,0.000256796,31900808.4238,2041651739.12,0.489799499512
optimized_v4,8192,64,5,5,26,306032,42,330132.910215,0.000306032,26768442.5158,1713180321.01,0.583709716797
optimized_v4,8192,64,5,5,27,341002,42,330132.910215,0.000341002,24023319.5113,1537492448.72,0.650409698486
optimized_v4,8192,64,5,5,28,477726,42,330132.910215,0.000477726,17147904.866,1097465911.42,0.911190032959
optimized_v4,8192,64,5,5,29,390363,42,330132.910215,0.000390363,20985595.4586,1343078109.35,0.744558334351
optimized_v4,8192,64,5,5,30,590062,42,330132.910215,0.000590062,13883286.841,888530357.827,1.12545394897
baseline_v3,8192,32,5,6,25,200590,42,176382.847261,0.00020059,40839523.406,1306864748.99,0.765190124512
baseline_v3,8192,32,5,6,26,205967,42,176382.847261,0.000205967,39773361.7521,1272747576.07,0.785701751709
baseline_v3,8192,32,5,6,27,186393,42,176382.847261,0.000186393,43950148.3425,1406404746.96,0.711032867432
baseline_v3,8192,32,5,6,28,348823,42,176382.847261,0.000348823,23484689.943,751510078.177,1.33065414429
baseline_v3,8192,32,5,6,29,235504,42,176382.847261,0.000235504,34784971.8051,1113119097.76,0.898376464844
baseline_v3,8192,32,5,6,30,212030,42,176382.847261,0.00021203,38636042.0695,1236353346.22,0.80883026123
optimized_v4,8192,32,5,7,25,192966,42,176382.847261,0.000192966,42453074.6349,1358498388.32,0.736106872559
optimized_v4,8192,32,5,7,26,179634,42,176382.847261,0.000179634,45603838.9169,1459322845.34,0.685249328613
optimized_v4,8192,32,5,7,27,139545,42,176382.847261,0.000139545,58705077.2152,1878562470.89,0.532321929932
optimized_v4,8192,32,5,7,28,136655,42,176382.847261,0.000136655,59946580.8057,1918290585.78,0.521297454834
optimized_v4,8192,32,5,7,29,133549,42,176382.847261,0.000133549,61340781.2863,1962905001.16,0.509449005127
optimized_v4,8192,32,5,7,30,131613,42,176382.847261,0.000131613,62243091.4879,1991778927.61,0.502063751221
baseline_v3,8192,64,5,8,25,437890,42,330132.910215,0.00043789,18707894.6767,1197305259.31,0.835208892822
baseline_v3,8192,64,5,8,26,463946,42,330132.910215,0.000463946,17657227.3497,1130062550.38,0.884906768799
baseline_v3,8192,64,5,8,27,456103,42,330132.910215,0.000456103,17960855.3331,1149494741.32,0.869947433472
baseline_v3,8192,64,5,8,28,443889,42,330132.910215,0.000443889,18455064.2165,1181124109.86,0.846651077271
baseline_v3,8192,64,5,8,29,477132,42,330132.910215,0.000477132,17169252.9531,1098832189,0.910057067871
baseline_v3,8192,64,5,8,30,460194,42,330132.910215,0.000460194,17801188.1945,1139276044.45,0.877750396729
optimized_v4,8192,128,5,9,25,597945,42,642254.941847,0.000597945,13700256.7126,1753632859.21,0.570244789124
optimized_v4,8192,128,5,9,26,585811,42,642254.941847,0.000585811,13984032.3927,1789956146.27,0.558672904968
optimized_v4,8192,128,5,9,27,569594,42,642254.941847,0.000569594,14382173.9695,1840918268.1,0.543207168579
optimized_v4,8192,128,5,9,28,598760,42,642254.941847,0.00059876,13681608.6579,1751245908.21,0.571022033691
optimized_v4,8192,128,5,9,29,572904,42,642254.941847,0.000572904,14299079.776,1830282211.33,0.546363830566
optimized_v4,8192,128,5,9,30,596709,42,642254.941847,0.000596709,13728634.8957,1757265266.65,0.569066047668
baseline_v3,8192,2048,5,10,25,18616905,42,10990127.9506,0.018616905,440030.176874,901181802.238,1.10965400934
baseline_v3,8192,2048,5,10,26,18832496,42,10990127.9506,0.018832496,434992.791184,890865236.345,1.12250423431
baseline_v3,8192,2048,5,10,27,18742026,42,10990127.9506,0.018742026,437092.553388,895165549.338,1.1171118021
baseline_v3,8192,2048,5,10,28,18435673,42,10990127.9506,0.018435673,444355.89631,910040875.644,1.09885174036
baseline_v3,8192,2048,5,10,29,18532486,42,10990127.9506,0.018532486,442034.598057,905286856.82,1.10462224483
baseline_v3,8192,2048,5,10,30,18336570,42,10990127.9506,0.01833657,446757.490632,914959340.815,1.09294474125
optimized_v4,8192,512,5,11,25,2427811,42,2682111.50325,0.002427811,3374233.00249,1727607297.27,0.578835248947
optimized_v4,8192,512,5,11,26,3077695,42,2682111.50325,0.003077695,2661732.23792,1362806905.82,0.733779668808
optimized_v4,8192,512,5,11,27,3099567,42,2682111.50325,0.003099567,2642949.80557,1353190300.45,0.73899435997
optimized_v4,8192,512,5,11,28,2398978,42,2682111.50325,0.002398978,3414787.46366,1748371181.39,0.571960926056
optimized_v4,8192,512,5,11,29,2902908,42,2682111.50325,0.002902908,2821997.80358,1444862875.43,0.692107200623
optimized_v4,8192,512,5,11,30,2358367,42,2682111.50325,0.002358367,3473589.98833,1778478074.02,0.56227850914
baseline_v3,8192,256,5,12,25,2165324,42,1301273.52326,0.002165324,3783267.53871,968516489.911,1.03250694275
baseline_v3,8192,256,5,12,26,2125922,42,1301273.52326,0.002125922,3853386.90695,986467048.18,1.01371860504
baseline_v3,8192,256,5,12,27,2414151,42,1301273.52326,0.002414151,3393325.43822,868691312.184,1.15115690231
baseline_v3,8192,256,5,12,28,2176792,42,1301273.52326,0.002176792,3763336.13868,963414051.503,1.03797531128
baseline_v3,8192,256,5,12,29,2128564,42,1301273.52326,0.002128564,3848604.0354,985242633.062,1.01497840881
baseline_v3,8192,256,5,12,30,2097807,42,1301273.52326,0.002097807,3905030.34836,999687769.18,1.00031232834
optimized_v4,8192,1024,5,13,25,6733424,42,5385565.36728,0.006733424,1216617.28119,1245816095.94,0.802686691284
optimized_v4,8192,1024,5,13,26,6525627,42,5385565.36728,0.006525627,1255358.29737,1285486896.51,0.777915358543
optimized_v4,8192,1024,5,13,27,6929274,42,5385565.36728,0.006929274,1182230.63484,1210604170.08,0.826033830643
optimized_v4,8192,1024,5,13,28,6809054,42,5385565.36728,0.006809054,1203103.98478,1231978480.42,0.811702489853
optimized_v4,8192,1024,5,13,29,6311288,42,5385565.36728,0.006311288,1297991.78868,1329143591.61,0.75236415863
optimized_v4,8192,1024,5,13,30,6980950,42,5385565.36728,0.00698095,1173479.25426,1201642756.36,0.83219408989
baseline_v3,8192,512,5,14,25,5128655,42,2682111.50325,0.005128655,1597299.87687,817817536.957,1.2227666378
baseline_v3,8192,512,5,14,26,4868024,42,2682111.50325,0.004868024,1682818.32629,861602983.058,1.16062736511
baseline_v3,8192,512,5,14,27,4879606,42,2682111.50325,0.004879606,1678824.06899,859557923.324,1.1633887291
baseline_v3,8192,512,5,14,28,5144943,42,2682111.50325,0.005144943,1592243.10162,815228468.032,1.22664999962
baseline_v3,8192,512,5,14,29,5150159,42,2682111.50325,0.005150159,1590630.50286,814402817.466,1.22789359093
baseline_v3,8192,512,5,14,30,4949044,42,2682111.50325,0.004949044,1655269.17926,847497819.781,1.17994403839
baseline_v3,8192,4096,5,15,25,39358307,42,22068289.6236,0.039358307,208139.034029,852537483.383,1.17296895385
baseline_v3,8192,4096,5,15,26,39026693,42,22068289.6236,0.039026693,209907.613745,859781585.901,1.16308608651
baseline_v3,8192,4096,5,15,27,40798527,42,22068289.6236,0.040798527,200791.562891,822442241.603,1.2158908546
baseline_v3,8192,4096,5,15,28,38449983,42,22068289.6236,0.038449983,213056.010974,872677420.95,1.14589878917
baseline_v3,8192,4096,5,15,29,38119966,42,22068289.6236,0.038119966,214900.506469,880232474.499,1.13606351614
baseline_v3,8192,4096,5,15,30,37509835,42,22068289.6236,0.037509835,218396.055328,894550242.623,1.11788019538
optimized_v4,8192,4096,5,16,25,23488689,42,22068289.6236,0.023488689,348763.611285,1428535751.83,0.700017482042
optimized_v4,8192,4096,5,16,26,23074722,42,22068289.6236,0.023074722,355020.528525,1454164084.84,0.68768030405
optimized_v4,8192,4096,5,16,27,25626218,42,22068289.6236,0.025626218,319672.610293,1309379011.76,0.763720810413
optimized_v4,8192,4096,5,16,28,25475470,42,22068289.6236,0.02547547,321564.234144,1317127103.05,0.759228169918
