variant,N,T,batch,order_position,repetition,elapsed_ns,seed,checksum
optimized_v4,16384,32,5,7,29,562923,42,352736.71994500834
optimized_v4,16384,32,5,7,30,539965,42,352736.71994500834
baseline_v3,16384,64,5,8,25,945283,42,660083.65979530779
baseline_v3,16384,64,5,8,26,993539,42,660083.65979530779
baseline_v3,16384,64,5,8,27,949630,42,660083.65979530779
baseline_v3,16384,64,5,8,28,1057848,42,660083.65979530779
baseline_v3,16384,64,5,8,29,1230980,42,660083.65979530779
baseline_v3,16384,64,5,8,30,1141568,42,660083.65979530779
optimized_v4,16384,128,5,9,25,1317199,42,1284671.2712755087
optimized_v4,16384,128,5,9,26,1281066,42,1284671.2712755087
optimized_v4,16384,128,5,9,27,1294700,42,1284671.2712755087
optimized_v4,16384,128,5,9,28,1311053,42,1284671.2712755087
optimized_v4,16384,128,5,9,29,1302016,42,1284671.2712755087
optimized_v4,16384,128,5,9,30,1300231,42,1284671.2712755087
baseline_v3,16384,2048,5,10,25,41333333,42,21978482.187348239
baseline_v3,16384,2048,5,10,26,39942848,42,21978482.187348239
baseline_v3,16384,2048,5,10,27,39061165,42,21978482.187348239
baseline_v3,16384,2048,5,10,28,38748632,42,21978482.187348239
baseline_v3,16384,2048,5,10,29,41780954,42,21978482.187348239
baseline_v3,16384,2048,5,10,30,41742228,42,21978482.187348239
optimized_v4,16384,512,5,11,25,4898708,42,5365761.8426366011
optimized_v4,16384,512,5,11,26,6520458,42,5365761.8426366011
optimized_v4,16384,512,5,11,27,4966707,42,5365761.8426366011
optimized_v4,16384,512,5,11,28,5177631,42,5365761.8426366011
optimized_v4,16384,512,5,11,29,6221369,42,5365761.8426366011
optimized_v4,16384,512,5,11,30,5004572,42,5365761.8426366011
baseline_v3,16384,256,5,12,25,4111398,42,2602783.1043406166
baseline_v3,16384,256,5,12,26,4365532,42,2602783.1043406166
baseline_v3,16384,256,5,12,27,5019063,42,2602783.1043406166
baseline_v3,16384,256,5,12,28,4101015,42,2602783.1043406166
baseline_v3,16384,256,5,12,29,4167279,42,2602783.1043406166
baseline_v3,16384,256,5,12,30,4663279,42,2602783.1043406166
optimized_v4,16384,1024,5,13,25,10191222,42,10771937.672788229
optimized_v4,16384,1024,5,13,26,9505749,42,10771937.672788229
optimized_v4,16384,1024,5,13,27,10350789,42,10771937.672788229
optimized_v4,16384,1024,5,13,28,10276332,42,10771937.672788229
optimized_v4,16384,1024,5,13,29,10227095,42,10771937.672788229
optimized_v4,16384,1024,5,13,30,9937208,42,10771937.672788229
baseline_v3,16384,512,5,14,25,8873332,42,5365761.8426366011
baseline_v3,16384,512,5,14,26,9660229,42,5365761.8426366011
baseline_v3,16384,512,5,14,27,9324224,42,5365761.8426366011
baseline_v3,16384,512,5,14,28,9530549,42,5365761.8426366011
baseline_v3,16384,512,5,14,29,9364366,42,5365761.8426366011
baseline_v3,16384,512,5,14,30,9038069,42,5365761.8426366011
baseline_v3,16384,4096,5,15,25,81477410,42,44120056.654433712
baseline_v3,16384,4096,5,15,26,79446036,42,44120056.654433712
baseline_v3,16384,4096,5,15,27,80934743,42,44120056.654433712
baseline_v3,16384,4096,5,15,28,83933726,42,44120056.654433712
baseline_v3,16384,4096,5,15,29,80254314,42,44120056.654433712
baseline_v3,16384,4096,5,15,30,80371001,42,44120056.654433712
optimized_v4,16384,4096,5,16,25,45858768,42,44120056.654433712
optimized_v4,16384,4096,5,16,26,72040501,42,44120056.654433712
optimized_v4,16384,4096,5,16,27,59468885,42,44120056.654433712
optimized_v4,16384,4096,5,16,28,54411435,42,44120056.654433712
optimized_v4,16384,4096,5,16,29,50791039,42,44120056.654433712
optimized_v4,16384,4096,5,16,30,49329846,42,44120056.654433712
